ride_id,started_at,ended_at,member_casual,ride_length_min,day_name,hour,month,season,rideable_type,is_weekend,ride_category
83D1D41B252447DB,1/18/2025 16:48,1/18/2025 16:56,casual,8.516666667,Saturday,16,January,Winter,classic_bike,TRUE,0-15min
358ED720AFD7C8CB,1/17/2025 22:15,1/17/2025 22:16,casual,1.066666667,Friday,22,January,Winter,classic_bike,FALSE,0-15min
21541548CF3FF7D1,1/5/2025 11:14,1/5/2025 11:27,casual,13.03333333,Sunday,11,January,Winter,classic_bike,TRUE,0-15min
D09E525EB019E3E8,1/23/2025 13:29,1/23/2025 13:43,casual,14.75,Thursday,13,January,Winter,electric_bike,FALSE,0-15min
3AD12C150A88E79E,1/28/2025 16:23,1/28/2025 16:28,casual,4.15,Tuesday,16,January,Winter,electric_bike,FALSE,0-15min
D36106CA93DC1B8C,1/12/2025 15:29,1/12/2025 15:37,casual,7.566666667,Sunday,15,January,Winter,electric_bike,TRUE,0-15min
27064F31728CCFE3,1/31/2025 0:05,1/31/2025 0:11,casual,6.3,Friday,0,January,Winter,classic_bike,FALSE,0-15min
2FA0F717FE44CBFC,1/16/2025 11:54,1/16/2025 12:16,member,22.26666667,Thursday,11,January,Winter,electric_bike,FALSE,16-30min
91CA4C9E6F9244F8,1/8/2025 11:29,1/8/2025 11:32,member,2.8,Wednesday,11,January,Winter,electric_bike,FALSE,0-15min
75C473A31E8826EE,1/27/2025 6:50,1/27/2025 6:58,member,8,Monday,6,January,Winter,electric_bike,FALSE,0-15min
6AA10BF0999EFE93,1/16/2025 6:55,1/16/2025 7:03,member,7.55,Thursday,6,January,Winter,electric_bike,FALSE,0-15min
6635BF7D26E33A91,1/2/2025 16:09,1/2/2025 16:12,member,2.75,Thursday,16,January,Winter,electric_bike,FALSE,0-15min
A603CF3D12237FB8,1/28/2025 8:17,1/28/2025 8:29,member,11.45,Tuesday,8,January,Winter,classic_bike,FALSE,0-15min
D1F20AD76F5D2A13,1/30/2025 8:21,1/30/2025 8:34,member,13.65,Thursday,8,January,Winter,classic_bike,FALSE,0-15min
6D4CE41139A77CD5,1/29/2025 7:20,1/29/2025 7:32,member,11.7,Wednesday,7,January,Winter,classic_bike,FALSE,0-15min
F8C41696DB2EECF8,1/16/2025 21:31,1/16/2025 21:42,member,10.48333333,Thursday,21,January,Winter,electric_bike,FALSE,0-15min
C544AFB54FB96B3D,1/25/2025 22:15,1/25/2025 22:19,member,3.433333333,Saturday,22,January,Winter,electric_bike,TRUE,0-15min
40493EA61BA93D5A,1/16/2025 12:04,1/16/2025 12:07,member,2.633333333,Thursday,12,January,Winter,classic_bike,FALSE,0-15min
9C0A791AE3D9C957,1/12/2025 17:46,1/12/2025 17:51,member,5.45,Sunday,17,January,Winter,classic_bike,TRUE,0-15min
82FC46E4A8B33FC3,1/3/2025 19:59,1/3/2025 20:21,member,21.33333333,Friday,19,January,Winter,classic_bike,FALSE,16-30min
34163BAD7D56481D,1/6/2025 16:54,1/6/2025 16:59,member,5.133333333,Monday,16,January,Winter,electric_bike,FALSE,0-15min
F9515A95F1F15C55,1/16/2025 18:20,1/16/2025 18:33,member,12.76666667,Thursday,18,January,Winter,classic_bike,FALSE,0-15min
AE908854A2691A89,1/13/2025 16:14,1/13/2025 16:18,member,4.05,Monday,16,January,Winter,classic_bike,FALSE,0-15min
A06D440C1A7C4DF8,1/17/2025 11:46,1/17/2025 11:53,member,7.683333333,Friday,11,January,Winter,electric_bike,FALSE,0-15min
36FFB0D7D087F41F,1/2/2025 13:55,1/2/2025 14:59,casual,64.25,Thursday,13,January,Winter,classic_bike,FALSE,61-120min
AC96123562228851,1/2/2025 7:15,1/2/2025 7:33,member,18.73333333,Thursday,7,January,Winter,electric_bike,FALSE,16-30min
D71EE11BC5A963AB,1/25/2025 13:11,1/25/2025 13:22,member,11.23333333,Saturday,13,January,Winter,classic_bike,TRUE,0-15min
5E5E512A88BE5333,1/23/2025 21:55,1/23/2025 22:49,member,53.98333333,Thursday,21,January,Winter,classic_bike,FALSE,31-60min
DDF68A146CABD59D,1/12/2025 0:09,1/12/2025 0:52,member,43.01666667,Sunday,0,January,Winter,classic_bike,TRUE,31-60min
9F63DE220166E70B,1/24/2025 12:49,1/24/2025 12:55,member,6.466666667,Friday,12,January,Winter,electric_bike,FALSE,0-15min
65C7DB3CBC7910D7,1/27/2025 17:19,1/27/2025 17:29,member,10.66666667,Monday,17,January,Winter,classic_bike,FALSE,0-15min
76C35525F4186613,1/5/2025 14:25,1/5/2025 14:33,member,7.416666667,Sunday,14,January,Winter,electric_bike,TRUE,0-15min
EB80B2F04A0F600D,1/28/2025 16:16,1/28/2025 16:20,member,3.95,Tuesday,16,January,Winter,electric_bike,FALSE,0-15min
8959147BA615DDD2,1/11/2025 16:58,1/11/2025 17:09,member,11.33333333,Saturday,16,January,Winter,electric_bike,TRUE,0-15min
A6CC6346E70BFBE6,1/27/2025 7:50,1/27/2025 8:00,member,10.05,Monday,7,January,Winter,classic_bike,FALSE,0-15min
DA637BD117561ED1,1/30/2025 8:02,1/30/2025 8:11,member,9.633333333,Thursday,8,January,Winter,classic_bike,FALSE,0-15min
56E9D9BE79879B68,1/29/2025 8:05,1/29/2025 8:15,member,9.633333333,Wednesday,8,January,Winter,classic_bike,FALSE,0-15min
B35E12DC25F94FCA,1/6/2025 7:35,1/6/2025 7:45,member,9.616666667,Monday,7,January,Winter,classic_bike,FALSE,0-15min
9D25840100EB3DEC,1/6/2025 16:25,1/6/2025 16:38,member,12.86666667,Monday,16,January,Winter,classic_bike,FALSE,0-15min
79CE85341A5DFA80,1/28/2025 15:09,1/28/2025 15:15,member,5.066666667,Tuesday,15,January,Winter,electric_bike,FALSE,0-15min
630223B69E717E0A,1/8/2025 8:30,1/8/2025 8:36,member,5.733333333,Wednesday,8,January,Winter,electric_bike,FALSE,0-15min
74B768AEE097323A,1/15/2025 16:08,1/15/2025 16:18,member,10.38333333,Wednesday,16,January,Winter,classic_bike,FALSE,0-15min
E09F190E2C23F571,1/2/2025 16:13,1/2/2025 16:26,member,12.98333333,Thursday,16,January,Winter,classic_bike,FALSE,0-15min
84CE731301AAB846,1/6/2025 16:00,1/6/2025 16:09,member,8.983333333,Monday,16,January,Winter,classic_bike,FALSE,0-15min
5BCCEED8E4AE82C3,1/29/2025 22:10,1/29/2025 22:23,member,13.1,Wednesday,22,January,Winter,classic_bike,FALSE,0-15min
B28001DBED8EBE53,1/23/2025 8:18,1/23/2025 8:24,member,5.666666667,Thursday,8,January,Winter,classic_bike,FALSE,0-15min
09F1B03C55669DE8,1/11/2025 14:39,1/11/2025 14:51,member,12.45,Saturday,14,January,Winter,classic_bike,TRUE,0-15min
C39613331414595B,1/27/2025 17:56,1/27/2025 18:22,member,25.76666667,Monday,17,January,Winter,classic_bike,FALSE,16-30min
9935283AA21B274D,1/28/2025 18:40,1/28/2025 18:46,member,6.116666667,Tuesday,18,January,Winter,electric_bike,FALSE,0-15min
1958C9EDB234F80E,1/2/2025 15:13,1/2/2025 15:19,member,6.05,Thursday,15,January,Winter,electric_bike,FALSE,0-15min
0BF04E6A9CC2EBC0,1/29/2025 5:53,1/29/2025 6:04,member,11.2,Wednesday,5,January,Winter,classic_bike,FALSE,0-15min
D1C4DAF7B723C38F,1/30/2025 5:54,1/30/2025 6:04,member,9.666666667,Thursday,5,January,Winter,classic_bike,FALSE,0-15min
B2C9BEAE16D4E748,1/25/2025 17:03,1/25/2025 17:09,member,5.8,Saturday,17,January,Winter,electric_bike,TRUE,0-15min
4D0DB150D657AC9F,1/9/2025 10:42,1/9/2025 10:50,member,8.25,Thursday,10,January,Winter,electric_bike,FALSE,0-15min
9FE6EA86B3C7C3B3,1/17/2025 7:26,1/17/2025 7:43,member,16.65,Friday,7,January,Winter,electric_bike,FALSE,16-30min
ED52127A98ADECC1,1/6/2025 8:09,1/6/2025 8:15,member,5.7,Monday,8,January,Winter,classic_bike,FALSE,0-15min
1C5D1063D9A319D7,1/1/2025 15:02,1/1/2025 15:04,member,2.366666667,Wednesday,15,January,Winter,electric_bike,FALSE,0-15min
1CB7292AE12857B4,1/25/2025 8:12,1/25/2025 8:15,member,2.483333333,Saturday,8,January,Winter,electric_bike,TRUE,0-15min
FF13397612EDBB40,1/3/2025 3:43,1/3/2025 3:48,member,5.2,Friday,3,January,Winter,classic_bike,FALSE,0-15min
4B07F43841F6BCD9,1/15/2025 13:20,1/15/2025 13:26,member,5.7,Wednesday,13,January,Winter,electric_bike,FALSE,0-15min
40B22811EDAA8BE9,1/15/2025 9:20,1/15/2025 9:25,member,4.966666667,Wednesday,9,January,Winter,electric_bike,FALSE,0-15min
986BE92E30527404,1/29/2025 6:39,1/29/2025 6:51,member,11.55,Wednesday,6,January,Winter,electric_bike,FALSE,0-15min
DEC014FFA46A46B3,1/13/2025 10:37,1/13/2025 10:41,member,3.783333333,Monday,10,January,Winter,classic_bike,FALSE,0-15min
D472BA32884D84ED,1/29/2025 17:09,1/29/2025 17:12,member,3.416666667,Wednesday,17,January,Winter,classic_bike,FALSE,0-15min
4979B30E67E249F8,1/5/2025 14:50,1/5/2025 15:00,member,10.05,Sunday,14,January,Winter,classic_bike,TRUE,0-15min
088419774BAF14FF,1/5/2025 10:16,1/5/2025 10:26,member,9.133333333,Sunday,10,January,Winter,classic_bike,TRUE,0-15min
36C68E2E16797083,1/2/2025 12:35,1/2/2025 12:43,member,7.866666667,Thursday,12,January,Winter,classic_bike,FALSE,0-15min
5195C6C85CE8552E,1/11/2025 9:22,1/11/2025 9:32,member,10.46666667,Saturday,9,January,Winter,classic_bike,TRUE,0-15min
5D1A66E8D0ED11FC,1/31/2025 0:08,1/31/2025 0:22,member,13.53333333,Friday,0,January,Winter,classic_bike,FALSE,0-15min
5925D685277350D9,1/3/2025 6:28,1/3/2025 6:33,member,5.066666667,Friday,6,January,Winter,classic_bike,FALSE,0-15min
951C5E6EAE818BEB,1/23/2025 16:32,1/23/2025 16:37,member,4.85,Thursday,16,January,Winter,electric_bike,FALSE,0-15min
B798E91DC2AD7F78,1/7/2025 16:37,1/7/2025 16:51,member,13.75,Tuesday,16,January,Winter,electric_bike,FALSE,0-15min
583DB1DF69A4F791,1/7/2025 17:07,1/7/2025 17:14,member,6.916666667,Tuesday,17,January,Winter,electric_bike,FALSE,0-15min
9B86EA5CE29D422D,1/13/2025 15:41,1/13/2025 15:53,member,11.83333333,Monday,15,January,Winter,electric_bike,FALSE,0-15min
3B5A33B09CB785A2,1/22/2025 9:08,1/22/2025 9:18,member,10.2,Wednesday,9,January,Winter,classic_bike,FALSE,0-15min
44F86847EDF89259,1/28/2025 7:20,1/28/2025 7:31,member,11.91666667,Tuesday,7,January,Winter,electric_bike,FALSE,0-15min
7E47A840B402DA61,1/14/2025 8:13,1/14/2025 8:20,member,7.483333333,Tuesday,8,January,Winter,electric_bike,FALSE,0-15min
EA61FFF7DA99B177,1/21/2025 7:54,1/21/2025 8:07,member,13.33333333,Tuesday,7,January,Winter,classic_bike,FALSE,0-15min
446F80C48A7C2BCD,1/27/2025 8:23,1/27/2025 8:32,member,8.95,Monday,8,January,Winter,electric_bike,FALSE,0-15min
A0569A517AA25F55,1/25/2025 23:18,1/25/2025 23:29,member,11.68333333,Saturday,23,January,Winter,electric_bike,TRUE,0-15min
8027A00CB25D314B,1/8/2025 17:01,1/8/2025 17:11,member,10.03333333,Wednesday,17,January,Winter,classic_bike,FALSE,0-15min
C688CA88ECFFFA7C,1/31/2025 7:58,1/31/2025 8:04,member,5.95,Friday,7,January,Winter,electric_bike,FALSE,0-15min
8B774B9642EEE613,1/2/2025 8:05,1/2/2025 8:12,member,6.25,Thursday,8,January,Winter,electric_bike,FALSE,0-15min
417CF0BD89853EA7,1/6/2025 7:59,1/6/2025 8:06,member,7.133333333,Monday,7,January,Winter,electric_bike,FALSE,0-15min
D06F19260CBE74D4,1/16/2025 12:22,1/16/2025 12:28,member,6.166666667,Thursday,12,January,Winter,classic_bike,FALSE,0-15min
3A6E66DCC92A29E3,1/29/2025 17:53,1/29/2025 18:09,member,15.88333333,Wednesday,17,January,Winter,electric_bike,FALSE,16-30min
B099B829140F9EDC,1/26/2025 14:59,1/26/2025 15:26,member,27.48333333,Sunday,14,January,Winter,classic_bike,TRUE,16-30min
319AB97568FA314F,1/15/2025 17:20,1/15/2025 17:23,member,2.483333333,Wednesday,17,January,Winter,classic_bike,FALSE,0-15min
40F630523ACA10FB,1/21/2025 12:51,1/21/2025 12:55,member,3.616666667,Tuesday,12,January,Winter,classic_bike,FALSE,0-15min
FA43528B4636972C,1/15/2025 9:06,1/15/2025 9:20,member,14.4,Wednesday,9,January,Winter,electric_bike,FALSE,0-15min
CF844C17B6B6D740,1/30/2025 19:49,1/30/2025 19:55,member,5.95,Thursday,19,January,Winter,electric_bike,FALSE,0-15min
E51B91C20A28DF1E,1/12/2025 20:22,1/12/2025 21:10,member,47.5,Sunday,20,January,Winter,classic_bike,TRUE,31-60min
809CC5E2972802F1,1/15/2025 10:30,1/15/2025 10:33,member,2.816666667,Wednesday,10,January,Winter,classic_bike,FALSE,0-15min
2BD33E87CB16D990,1/15/2025 9:02,1/15/2025 9:07,member,5.716666667,Wednesday,9,January,Winter,electric_bike,FALSE,0-15min
C1DD0695D59D6EC9,1/2/2025 8:58,1/2/2025 9:01,member,3.7,Thursday,8,January,Winter,electric_bike,FALSE,0-15min
A4B621BEDBFAB1F8,1/25/2025 20:11,1/25/2025 20:17,member,5.65,Saturday,20,January,Winter,electric_bike,TRUE,0-15min
EAB8276935C1BB4F,1/29/2025 10:19,1/29/2025 10:28,member,9.633333333,Wednesday,10,January,Winter,electric_bike,FALSE,0-15min
74F53397039BF9B8,1/4/2025 9:44,1/4/2025 9:56,member,11.51666667,Saturday,9,January,Winter,classic_bike,TRUE,0-15min
055522AFE94E3865,1/24/2025 13:24,1/24/2025 13:29,member,4.6,Friday,13,January,Winter,electric_bike,FALSE,0-15min
EFFD7A492781ECD3,1/9/2025 13:26,1/9/2025 13:32,member,5.6,Thursday,13,January,Winter,electric_bike,FALSE,0-15min
A9A5D27477245CB5,1/12/2025 13:43,1/12/2025 13:48,member,4.566666667,Sunday,13,January,Winter,electric_bike,TRUE,0-15min
9695598BF1F7C430,1/31/2025 14:07,1/31/2025 14:12,member,4.7,Friday,14,January,Winter,electric_bike,FALSE,0-15min
CB6EE87C0E006859,1/6/2025 13:16,1/6/2025 13:22,member,5.916666667,Monday,13,January,Winter,electric_bike,FALSE,0-15min
4D9AC05D3E7DD091,1/20/2025 20:36,1/20/2025 20:45,member,9.05,Monday,20,January,Winter,classic_bike,FALSE,0-15min
DCCDC0091AF2EF6C,1/17/2025 7:18,1/17/2025 7:22,member,3.516666667,Friday,7,January,Winter,classic_bike,FALSE,0-15min
46BE11FA35319038,1/21/2025 20:59,1/21/2025 21:02,member,2.316666667,Tuesday,20,January,Winter,classic_bike,FALSE,0-15min
9180149C80C10C49,1/29/2025 13:12,1/29/2025 13:19,member,6.8,Wednesday,13,January,Winter,classic_bike,FALSE,0-15min
6C254DAD19C0C516,1/5/2025 9:51,1/5/2025 10:14,member,22.26666667,Sunday,9,January,Winter,classic_bike,TRUE,16-30min
35260E01210154E9,1/25/2025 8:24,1/25/2025 8:27,member,3.75,Saturday,8,January,Winter,classic_bike,TRUE,0-15min
F879A633B34746D2,1/25/2025 18:33,1/25/2025 18:37,member,4.4,Saturday,18,January,Winter,classic_bike,TRUE,0-15min
2CAFA7E155BF8769,1/30/2025 12:05,1/30/2025 12:08,member,3,Thursday,12,January,Winter,classic_bike,FALSE,0-15min
9FBDAF54B475A6CA,1/2/2025 9:04,1/2/2025 9:06,member,2.516666667,Thursday,9,January,Winter,classic_bike,FALSE,0-15min
1C29D22B82836BD0,1/1/2025 16:56,1/1/2025 17:19,member,22.9,Wednesday,16,January,Winter,classic_bike,FALSE,16-30min
9A3D9614E6AE2101,1/8/2025 18:19,1/8/2025 18:27,member,7.8,Wednesday,18,January,Winter,electric_bike,FALSE,0-15min
9F455D5ED387B0EF,1/2/2025 15:21,1/2/2025 15:33,member,11.33333333,Thursday,15,January,Winter,classic_bike,FALSE,0-15min
C55E99DA7C356018,1/29/2025 15:41,1/29/2025 15:44,member,3.033333333,Wednesday,15,January,Winter,electric_bike,FALSE,0-15min
D5D375BB38BA8265,1/1/2025 20:02,1/1/2025 20:07,member,5.416666667,Wednesday,20,January,Winter,classic_bike,FALSE,0-15min
F89E9D8F2375AD54,1/25/2025 13:11,1/25/2025 13:17,member,5.833333333,Saturday,13,January,Winter,classic_bike,TRUE,0-15min
B84F66D820A3A902,1/3/2025 16:42,1/3/2025 16:46,member,4.433333333,Friday,16,January,Winter,classic_bike,FALSE,0-15min
26B0ABDCC3E7E10D,1/9/2025 22:23,1/9/2025 22:37,member,13.28333333,Thursday,22,January,Winter,classic_bike,FALSE,0-15min
9AA534E0D00A385C,1/28/2025 9:53,1/28/2025 9:57,member,4.133333333,Tuesday,9,January,Winter,classic_bike,FALSE,0-15min
48E2C1EED97A6873,1/22/2025 9:25,1/22/2025 9:28,member,3.4,Wednesday,9,January,Winter,classic_bike,FALSE,0-15min
73CA4690F4062281,1/29/2025 9:17,1/29/2025 9:26,member,8.883333333,Wednesday,9,January,Winter,electric_bike,FALSE,0-15min
4225A1CD1D14CE32,1/27/2025 8:02,1/27/2025 8:11,member,8.85,Monday,8,January,Winter,electric_bike,FALSE,0-15min
36076228F75210DD,1/28/2025 8:01,1/28/2025 8:08,member,6.666666667,Tuesday,8,January,Winter,electric_bike,FALSE,0-15min
3D447B335D5A4025,1/13/2025 8:02,1/13/2025 8:10,member,7.75,Monday,8,January,Winter,electric_bike,FALSE,0-15min
AB41023A9DD23FEE,1/28/2025 13:48,1/28/2025 14:10,member,22.2,Tuesday,13,January,Winter,electric_bike,FALSE,16-30min
55CBEAF0DEF945B6,1/29/2025 10:52,1/29/2025 10:57,member,4.85,Wednesday,10,January,Winter,electric_bike,FALSE,0-15min
806297AD677C012B,1/30/2025 19:17,1/30/2025 19:34,member,17.03333333,Thursday,19,January,Winter,electric_bike,FALSE,16-30min
20B9374EACC11479,1/9/2025 7:21,1/9/2025 7:35,member,13.26666667,Thursday,7,January,Winter,classic_bike,FALSE,0-15min
1852BDACC30FAC58,1/30/2025 17:12,1/30/2025 17:18,member,6.166666667,Thursday,17,January,Winter,electric_bike,FALSE,0-15min
955F95459BA4CC92,1/1/2025 12:42,1/1/2025 12:44,member,2.25,Wednesday,12,January,Winter,classic_bike,FALSE,0-15min
AEA8AD5D5D36FB20,1/11/2025 7:44,1/11/2025 7:49,member,4.9,Saturday,7,January,Winter,electric_bike,TRUE,0-15min
AC487B12D02B2FD2,1/28/2025 7:21,1/28/2025 7:27,member,5.916666667,Tuesday,7,January,Winter,classic_bike,FALSE,0-15min
57266C3DDAC9FD0C,1/2/2025 9:16,1/2/2025 9:35,member,19.46666667,Thursday,9,January,Winter,electric_bike,FALSE,16-30min
DFE0E12A07E7FD86,1/25/2025 10:08,1/25/2025 10:15,member,6.35,Saturday,10,January,Winter,classic_bike,TRUE,0-15min
34C198873DA488DB,1/11/2025 22:10,1/11/2025 22:12,member,2.733333333,Saturday,22,January,Winter,electric_bike,TRUE,0-15min
10EAE670C0CD950A,1/8/2025 7:26,1/8/2025 7:32,member,5.483333333,Wednesday,7,January,Winter,electric_bike,FALSE,0-15min
8225636C3E02F372,1/29/2025 16:54,1/29/2025 17:33,member,39.45,Wednesday,16,January,Winter,electric_bike,FALSE,31-60min
0EC45575306ABDAB,1/23/2025 16:47,1/23/2025 17:13,member,26.75,Thursday,16,January,Winter,classic_bike,FALSE,16-30min
B181FF97D32A5E61,1/12/2025 14:00,1/12/2025 14:18,member,18.35,Sunday,14,January,Winter,classic_bike,TRUE,16-30min
F2325C1A8D1AFFAF,1/12/2025 14:36,1/12/2025 14:51,member,15.1,Sunday,14,January,Winter,classic_bike,TRUE,16-30min
6D9597B395C9966D,1/11/2025 12:19,1/11/2025 12:37,member,17.75,Saturday,12,January,Winter,classic_bike,TRUE,16-30min
C5790DCEC8715A93,1/31/2025 19:22,1/31/2025 19:40,member,18.03333333,Friday,19,January,Winter,classic_bike,FALSE,16-30min
1E43EF2C6FD41D39,1/29/2025 16:47,1/29/2025 16:56,member,9.166666667,Wednesday,16,January,Winter,electric_bike,FALSE,0-15min
0953F0ACC77A1822,1/1/2025 13:08,1/1/2025 13:19,member,11.63333333,Wednesday,13,January,Winter,electric_bike,FALSE,0-15min
A2B299B1FD38834C,1/14/2025 6:52,1/14/2025 7:00,member,7.933333333,Tuesday,6,January,Winter,classic_bike,FALSE,0-15min
58D747DD737C92A4,1/24/2025 13:51,1/24/2025 13:54,member,3.8,Friday,13,January,Winter,electric_bike,FALSE,0-15min
9ECB172931CE49B0,1/5/2025 13:55,1/5/2025 14:01,member,5.966666667,Sunday,13,January,Winter,classic_bike,TRUE,0-15min
F97969119CBA77A3,1/17/2025 23:23,1/17/2025 23:42,member,19.35,Friday,23,January,Winter,classic_bike,FALSE,16-30min
7104D52D85057E31,1/12/2025 16:03,1/12/2025 16:12,member,9.166666667,Sunday,16,January,Winter,electric_bike,TRUE,0-15min
8FC7B664F21E840E,1/3/2025 9:38,1/3/2025 9:45,member,6.766666667,Friday,9,January,Winter,electric_bike,FALSE,0-15min
FADB47A29C62D877,1/18/2025 9:34,1/18/2025 9:41,member,6.966666667,Saturday,9,January,Winter,electric_bike,TRUE,0-15min
ECD12ACEE13C3C6C,1/2/2025 8:35,1/2/2025 8:45,member,10.3,Thursday,8,January,Winter,classic_bike,FALSE,0-15min
155A1E5065503C60,1/27/2025 11:34,1/27/2025 11:37,member,2.75,Monday,11,January,Winter,electric_bike,FALSE,0-15min
28A3B370D7696D39,1/9/2025 8:44,1/9/2025 8:49,member,5.283333333,Thursday,8,January,Winter,classic_bike,FALSE,0-15min
3721CF7FD11B0764,1/8/2025 10:52,1/8/2025 10:55,member,3.533333333,Wednesday,10,January,Winter,classic_bike,FALSE,0-15min
73F1810F1A121512,1/14/2025 12:37,1/14/2025 12:40,member,3.016666667,Tuesday,12,January,Winter,classic_bike,FALSE,0-15min
098D4EBD2FE7C286,1/22/2025 14:13,1/22/2025 14:21,member,7.8,Wednesday,14,January,Winter,electric_bike,FALSE,0-15min
93187084BE6A4CE6,1/27/2025 19:31,1/27/2025 19:41,member,9.25,Monday,19,January,Winter,classic_bike,FALSE,0-15min
0417EA4C381D6804,1/9/2025 16:26,1/9/2025 16:37,member,10.73333333,Thursday,16,January,Winter,classic_bike,FALSE,0-15min
56A98BB6E56C22B4,1/16/2025 10:55,1/16/2025 11:00,member,5.05,Thursday,10,January,Winter,classic_bike,FALSE,0-15min
FD8AFA35C95CF28F,1/27/2025 18:57,1/27/2025 19:01,member,4.45,Monday,18,January,Winter,classic_bike,FALSE,0-15min
CB3093F7069567D6,1/31/2025 7:30,1/31/2025 7:44,member,13.21666667,Friday,7,January,Winter,classic_bike,FALSE,0-15min
AEA0A6F318A3F101,1/13/2025 7:30,1/13/2025 7:44,member,14.5,Monday,7,January,Winter,classic_bike,FALSE,0-15min
